KE_ID	KE_TITLE	MESH_ID	MESH_BRANCH	MESH_TITLE	SCORE
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000109	D	Acetylcholine	0.9572
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D013569	A	Synapses	0.8469
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D006801	B	Humans	0.7345
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000818	B	Animals	0.7197
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D011950	D	Receptors, Cholinergic	0.3911
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D009435	G	Synaptic Transmission	0.2352
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000110	D	Acetylcholinesterase	0.2072
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D001921	A	Brain	0.2013
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D009474	A	Neurons	0.1437
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D015398	G	Signal Transduction	0.1247
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D051379	B	Mice	0.1224
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D018678	D	Cholinergic Agents	0.1183
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D013572	A	Synaptic Vesicles	0.103
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D015220	D	Calcium Channels	0.0639
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D018408	E	Patch-Clamp Techniques	0.0606
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D006624	A	Hippocampus	0.0541
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D013570	A	Synaptic Membranes	0.0516
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D016708	D	Synaptophysin	0.0471
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000544	F	Alzheimer Disease	0.0413
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D018377	D	Neurotransmitter Agents	0.0411
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D011978	D	Receptors, Nicotinic	0.0386
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D017774	G	Long-Term Potentiation	0.0381
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D002490	A	Central Nervous System	0.036
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D015394	G	Molecular Structure	0.0358
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D009424	G	Nervous System Physiological Phenomena	0.0337
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D007448	B	Invertebrates	0.0307
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D008959	E	Models, Neurological	0.029
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D008954	E	Models, Biological	0.0284
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D009473	G	Neuronal Plasticity	0.0267
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000107	G	Acetylation	0.0265
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D017729	A	Presynaptic Terminals	0.0254
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D016229	D	Amyloid beta-Peptides	0.0251
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D002799	A	Cholinergic Fibers	0.0238
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D019636	C	Neurodegenerative Diseases	0.0238
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D055495	G	Neurogenesis	0.0224
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D009434	A	Neural Pathways	0.0223
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D000200	G	Action Potentials	0.0195
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D059329	A	Cholinergic Neurons	0.0187
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D002118	D	Calcium	0.0174
https://identifiers.org/aop.events/10	Acetylcholine accumulation in synapses	http://id.nlm.nih.gov/mesh/D013574	A	Synaptosomes	0.0172
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D006801	B	Humans	0.9644
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D047495	D	PPAR gamma	0.3049
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D000328	M	Adult	0.2505
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D047493	D	PPAR alpha	0.1503
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D000368	M	Aged	0.1085
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D013526	E	Surgical Mesh	0.1017
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D016896	E	Treatment Outcome	0.0965
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D047494	D	PPAR delta	0.0924
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D019161	D	Hydroxymethylglutaryl-CoA Reductase Inhibitors	0.0758
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D000818	B	Animals	0.0638
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D008875	M	Middle Aged	0.0633
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D004452	E	Echocardiography	0.0565
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D015398	G	Signal Transduction	0.0558
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D016032	E	Randomized Controlled Trials as Topic	0.0526
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D019918	E	Heart Valve Prosthesis Implantation	0.046
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D012086	E	Reoperation	0.0446
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D002318	C	Cardiovascular Diseases	0.0381
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D009125	D	Muscle Relaxants, Central	0.0344
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D003937	E	Diagnosis, Differential	0.0338
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D012307	E	Risk Factors	0.0323
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D013536	E	Suture Techniques	0.0294
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D064646	H	Cardiovascular Nursing	0.0286
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D000369	M	Aged, 80 and over	0.0277
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D018475	G	Head-Down Tilt	0.0266
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D002986	E	Clinical Trials as Topic	0.0249
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D011183	C	Postoperative Complications	0.0208
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D005081	E	Exercise Therapy	0.0191
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D011474	E	Prosthesis Design	0.0188
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D055815	M	Young Adult	0.0188
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D019317	H	Evidence-Based Medicine	0.0187
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D055947	C	Loeys-Dietz Syndrome	0.0186
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D013997	G	Time Factors	0.0179
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D014945	G	Wound Healing	0.0174
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D015199	E	Extracorporeal Membrane Oxygenation	0.0174
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D008175	C	Lung Neoplasms	0.0173
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D009765	C	Obesity	0.0171
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D013314	G	Stress, Mechanical	0.0167
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D014652	C	Vascular Diseases	0.0166
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D020127	G	Recovery of Function	0.0166
https://identifiers.org/aop.events/1000	stabilization, PPAR alpha co-repressor	http://id.nlm.nih.gov/mesh/D007348	N	Insurance, Health	0.0161
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D006801	B	Humans	0.9838
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D000818	B	Animals	0.2916
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D002675	M	Child, Preschool	0.2656
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D002658	F	Developmental Disabilities	0.2474
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D002648	M	Child	0.2238
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D007223	M	Infant	0.2236
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D007231	M	Infant, Newborn	0.1737
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D009154	G	Mutation	0.1434
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D000013	C	Congenital Abnormalities	0.1374
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D010641	G	Phenotype	0.1345
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D047108	G	Embryonic Development	0.1178
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D011247	G	Pregnancy	0.1129
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D000015	C	Abnormalities, Multiple	0.1027
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D002657	F	Child Development	0.1017
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D017880	C	Limb Deformities, Congenital	0.1014
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D020022	C	Genetic Predisposition to Disease	0.0762
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D006130	C	Growth Disorders	0.053
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D065886	F	Neurodevelopmental Disorders	0.049
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D014157	D	Transcription Factors	0.0476
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D018507	G	Gene Expression Regulation, Developmental	0.0464
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D005145	A	Face	0.0445
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D019066	C	Facies	0.0441
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D019465	C	Craniofacial Abnormalities	0.041
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D047109	G	Fetal Development	0.0399
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D006330	C	Heart Defects, Congenital	0.0391
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D001921	A	Brain	0.0384
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D008831	C	Microcephaly	0.0383
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D049674	K	History, 21st Century	0.0382
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D044767	D	Ubiquitin-Protein Ligases	0.0368
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D013577	C	Syndrome	0.034
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D011297	C	Prenatal Exposure Delayed Effects	0.0323
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D000293	M	Adolescent	0.0322
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D056726	E	Genetic Association Studies	0.0291
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D015398	G	Signal Transduction	0.0282
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D008279	E	Magnetic Resonance Imaging	0.0269
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D013576	C	Syndactyly	0.0264
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D000328	M	Adult	0.0249
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D006720	G	Homozygote	0.0237
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D008607	C	Intellectual Disability	0.0208
https://identifiers.org/aop.events/1001	Increased, Developmental Defects	http://id.nlm.nih.gov/mesh/D005124	C	Eye Abnormalities	0.0207
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D006801	B	Humans	0.8877
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D000818	B	Animals	0.471
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D004791	D	Enzyme Inhibitors	0.3461
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D007453	D	Iodide Peroxidase	0.3014
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D051379	B	Mice	0.2655
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D000975	D	Antioxidants	0.1349
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D014442	D	Monophenol Monooxygenase	0.0868
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D006026	D	Glycoside Hydrolases	0.083
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D004880	D	Ergothioneine	0.0671
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D001426	D	Bacterial Proteins	0.0667
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D015394	G	Molecular Structure	0.0651
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D000970	D	Antineoplastic Agents	0.0556
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D009369	C	Neoplasms	0.0549
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D008958	E	Models, Molecular	0.0512
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D001419	B	Bacteria	0.0458
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D006639	D	Histidine	0.0446
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D018384	G	Oxidative Stress	0.0421
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D004305	G	Dose-Response Relationship, Drug	0.0371
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D033862	D	Iron-Binding Proteins	0.0368
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D017510	G	Protein Folding	0.0364
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D043222	D	Ubiquitin Thiolesterase	0.0343
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D005656	D	Fungal Proteins	0.0339
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D017879	D	Isothiocyanates	0.031
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D000363	B	Agaricales	0.0303
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D011506	D	Proteins	0.0289
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D045744	A	Cell Line, Tumor	0.0272
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D015398	G	Signal Transduction	0.0247
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D004926	B	Escherichia coli	0.0246
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D015536	G	Down-Regulation	0.0237
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D015032	D	Zinc	0.0235
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D008099	A	Liver	0.0234
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D013437	D	Carbon-Sulfur Lyases	0.0233
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D010455	D	Peptides	0.0232
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D011487	G	Protein Conformation	0.0221
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D008666	D	Metalloendopeptidases	0.0212
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D010940	D	Plant Proteins	0.0202
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D007249	C	Inflammation	0.0201
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D004195	C	Disease Models, Animal	0.0195
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D001713	D	Biphenyl Compounds	0.0183
https://identifiers.org/aop.events/1002	Inhibition, Deiodinase 2	http://id.nlm.nih.gov/mesh/D000080002	D	Protein-Arginine Deiminase Type 4	0.0177
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D006801	B	Humans	0.8541
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D014284	D	Triiodothyronine	0.7835
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D000818	B	Animals	0.6227
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D013974	D	Thyroxine	0.3002
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D049673	K	History, 20th Century	0.2725
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D013963	D	Thyroid Hormones	0.1859
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D013972	D	Thyrotropin	0.1499
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D049674	K	History, 21st Century	0.1468
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D051379	B	Mice	0.0871
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D000368	M	Aged	0.0603
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D001896	D	Boron Compounds	0.0588
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D015394	G	Molecular Structure	0.0499
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D007037	C	Hypothyroidism	0.0456
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D004734	G	Energy Metabolism	0.0353
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D001343	G	Autophagy	0.0327
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D019440	D	Anti-Obesity Agents	0.0325
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D001895	D	Boron	0.0318
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D008889	M	Military Personnel	0.0275
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D003924	C	Diabetes Mellitus, Type 2	0.0262
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D049109	G	Cell Proliferation	0.0244
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D019587	G	Dietary Supplements	0.0243
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D037021	D	Thyroid Hormone Receptors alpha	0.0226
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D004032	G	Diet	0.0192
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D008659	C	Metabolic Diseases	0.0173
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D004435	G	Eating	0.0169
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D006581	D	Hexachlorobenzene	0.0156
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D027622	B	Crocus	0.0154
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D013610	C	Tachycardia	0.0145
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D011759	D	Pyrrolidines	0.0143
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D008875	M	Middle Aged	0.0142
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D000073577	I	Shift Work Schedule	0.0135
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D000109	D	Acetylcholine	0.0131
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D006505	C	Hepatitis	0.0127
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D014285	D	Triiodothyronine, Reverse	0.0118
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D015415	D	Biomarkers	0.0118
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D006657	D	Histones	0.0116
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D013338	M	Students, Nursing	0.0112
https://identifiers.org/aop.events/1003	Decreased, Triiodothyronine (T3)	http://id.nlm.nih.gov/mesh/D008016	F	Life Change Events	0.0111
